seed,profiles,p95_response_round_robin,p95_response_adaptive,p95_response_difference,weighted_score_round_robin,weighted_score_adaptive,weighted_score_difference,transition_p99_ms,accepted_switches,held_decisions,dwell_blocked_decisions,low_confidence_decisions,mean_confidence,score_fcfs,score_sjf,score_round_robin,score_priority,score_priority_rr
2026000012,io_intensive/mixed/cpu_intensive,48.9,48.9,0.0,0.1954949029924367,0.1954949029924367,0.0,0.14167102,1,122,0,122,0.4631033220729651,0.32484008537773745,0.15677655677655677,0.1954949029924367,0.4114206307709381,0.7706593406593407
2026000013,interactive/io_intensive/cpu_intensive,44.9,44.9,0.0,0.16826086956521738,0.16826086956521738,0.0,0.13266999999999998,1,96,0,96,0.5190931991107286,0.3153459714142998,0.14804032945186027,0.16826086956521738,0.33515431159256637,0.7886253905140586
2026000014,batch/cpu_intensive/io_intensive,52.099999999999994,52.099999999999994,0.0,0.21673405623966183,0.21673405623966183,0.0,0.13853125,1,107,0,107,0.4669843070868284,0.3310097048145157,0.14131121642969985,0.21673405623966183,0.3855877157731891,0.768957345971564
2026000015,mixed/batch/cpu_intensive,49.64999999999999,49.64999999999999,0.0,0.2061914771641506,0.2061914771641506,0.0,0.13819199999999998,1,120,0,120,0.4781950179565369,0.36098642454283997,0.19272862177703579,0.2061914771641506,0.3705331549780241,0.7716564644778334
2026000016,cpu_intensive/io_intensive/interactive,51.349999999999994,51.349999999999994,0.0,0.19972423654376467,0.19972423654376467,0.0,0.15076524999999996,0,116,0,116,0.4886520127250487,0.5554346522966783,0.11123294346978557,0.19972423654376467,0.41141216036189676,0.7726608187134503
2026000017,cpu_intensive/io_intensive/mixed,52.45,52.45,0.0,0.2038810270316075,0.2038810270316075,0.0,0.14005372,1,109,0,109,0.4950764656533676,0.3390010890953488,0.1315669602186456,0.2038810270316075,0.3788924155617127,0.7701184330397813
2026000018,cpu_intensive/io_intensive/mixed,53.9,53.9,0.0,0.22458005054258956,0.22458005054258956,0.0,0.1706553199999998,1,129,0,129,0.49160306751961114,0.4361000283146018,0.14659398787253258,0.22458005054258956,0.3929372136708245,0.7686427557734485
2026000019,mixed/io_intensive/interactive,53.25,53.25,0.0,0.12921089063221042,0.12921089063221042,0.0,0.14412999999999998,1,84,0,84,0.48903011906274146,0.30590489686890265,0.09208967015603398,0.12921089063221042,0.2694600242290338,0.7814536835868062
2026000020,batch/io_intensive/cpu_intensive,52.099999999999994,52.099999999999994,0.0,0.20682023941253394,0.20671964591087416,-0.0001005935016597792,0.14076973999999998,1,114,0,113,0.474842305662378,0.342169846535304,0.14817743009320905,0.20682023941253394,0.3879897199040646,0.7724700399467377
2026000021,batch/cpu_intensive/io_intensive,51.099999999999994,51.099999999999994,0.0,0.2202525724976614,0.2202525724976614,0.0,0.13362116999999998,1,117,0,117,0.48047248517541447,0.3853794264784687,0.13022717407032267,0.2202525724976614,0.39447424444936535,0.767544494284474
2026000022,interactive/mixed/cpu_intensive,50.25,50.25,0.0,0.18528102680881897,0.18528102680881897,0.0,0.1323702,1,110,0,110,0.5051860562291038,0.38643207979319977,0.17704928510867005,0.18528102680881897,0.33234137252872376,0.7778824833702882
2026000023,cpu_intensive/batch/mixed,54.099999999999994,54.099999999999994,0.0,0.22044545973729301,0.22044545973729301,0.0,0.13845383,1,167,0,167,0.5402831619979265,0.3436468466333424,0.16959379377222283,0.22044545973729301,0.3542063030551567,0.7637916172826205
2026000024,cpu_intensive/mixed/io_intensive,48.9,48.9,0.0,0.21907831900668576,0.21907831900668576,0.0,0.1369685,1,125,0,125,0.4745597953364981,0.4555677829507692,0.12306975505857295,0.21907831900668576,0.40260529125062716,0.7686368477103301
2026000025,batch/mixed/io_intensive,55.349999999999994,55.349999999999994,0.0,0.2024747793190416,0.2024747793190416,0.0,0.13666252,1,106,0,106,0.46029139090242466,0.3068607638144152,0.14940436796823298,0.2024747793190416,0.3379260805580719,0.7743216412971542
2026000026,interactive/batch/mixed,53.349999999999994,53.349999999999994,0.0,0.18876975169300222,0.18876975169300222,0.0,0.14061891999999998,1,126,0,126,0.4710369316601272,0.3241505799980857,0.184027500326811,0.18876975169300222,0.3320651427028953,0.7726927747419551
2026000027,batch/interactive/mixed,52.349999999999994,52.349999999999994,0.0,0.20873137179977075,0.20873137179977075,0.0,0.13418273,1,97,0,97,0.4936084686400803,0.36660157525523446,0.12204170671935718,0.20873137179977075,0.4217972767971928,0.7762272204892464
2026000028,batch/mixed/cpu_intensive,53.64999999999999,53.64999999999999,0.0,0.20738013162018176,0.20738013162018176,0.0,0.13167147999999998,1,144,0,144,0.4683936752763066,0.27176615941431487,0.19308696822832525,0.20738013162018176,0.3202757756189283,0.7666599353796446
2026000029,batch/cpu_intensive/interactive,49.099999999999994,49.099999999999994,0.0,0.22517193947730396,0.22508023842274186,-9.170105456210442e-05,0.13625313999999997,1,121,0,121,0.46891045499281736,0.49417699967192585,0.1334542815674891,0.22517193947730396,0.4148393086283291,0.766799709724238
2026000030,interactive/io_intensive/cpu_intensive,43.45,43.45,0.0,0.16417165668662675,0.16354790419161677,-0.0006237524950099826,0.13877675999999997,1,101,0,100,0.5050398541653686,0.3762555384581497,0.12021555197421434,0.16417165668662675,0.46664607822711773,0.7768432715551974
2026000031,mixed/interactive/cpu_intensive,51.45,51.45,0.0,0.21109294085581903,0.21109294085581903,0.0,0.1368225,1,119,0,119,0.48832782325296914,0.41996439765603705,0.13613326541933501,0.21109294085581903,0.4151459999445546,0.7693749999999999
2026000032,mixed/batch/io_intensive,56.349999999999994,56.349999999999994,0.0,0.20415008971058585,0.20415008971058585,0.0,0.14367799999999997,1,112,0,112,0.4456834676180087,0.3397738040148587,0.15901154144976187,0.20415008971058585,0.33986247064743624,0.773351249273678
2026000033,batch/interactive/mixed,56.699999999999996,56.699999999999996,0.0,0.20770000910166558,0.20770000910166558,0.0,0.13579249999999998,1,106,0,106,0.4835738878959822,0.4015211202408055,0.15039384502656164,0.20770000910166558,0.368017314367272,0.777614947792636
2026000034,interactive/batch/cpu_intensive,44.099999999999994,44.099999999999994,0.0,0.19964045794304097,0.19954584161226227,-9.46163307787018e-05,0.13477424,1,122,0,122,0.46902291563325477,0.28841316467060985,0.16152934202726735,0.19964045794304097,0.4136862522471379,0.768635151155898
2026000035,interactive/batch/io_intensive,56.699999999999996,56.699999999999996,0.0,0.1746787517209729,0.1746787517209729,0.0,0.1897714300000001,1,77,0,77,0.4809170489832463,0.29800534831361036,0.1541800213675214,0.1746787517209729,0.35406647040184624,0.7896634615384616
2026000036,batch/interactive/mixed,55.349999999999994,55.349999999999994,0.0,0.2188925938925939,0.2188925938925939,0.0,0.14502196,1,112,0,112,0.4402190410021087,0.46999114840134826,0.14612983259919346,0.2188925938925939,0.3373013815355563,0.7791666666666667
2026000037,interactive/io_intensive/cpu_intensive,47.9,47.9,0.0,0.16343176946892118,0.16343176946892118,0.0,0.13811188000000002,1,88,0,88,0.4957878291093756,0.23666236189798032,0.1382952889752307,0.16343176946892118,0.32514834440816426,0.7816294317629917
2026000038,interactive/cpu_intensive/io_intensive,50.9,50.9,0.0,0.19233750415236409,0.19211604473480234,-0.00022145941756174237,0.14195075999999998,1,103,0,102,0.501081316918086,0.45246156687780054,0.10347771387491014,0.19233750415236409,0.42137543780637077,0.7746675053918044
2026000039,batch/cpu_intensive/io_intensive,50.55,50.55,0.0,0.22815918249856076,0.22815918249856076,0.0,0.14619000000000001,1,137,0,137,0.4589911929617422,0.4348328308886416,0.19664295242329924,0.22815918249856076,0.33136474684402145,0.7696013042833851
2026000040,batch/interactive/cpu_intensive,48.55,48.55,0.0,0.20580166632798216,0.20580166632798216,0.0,0.15046607999999992,1,112,0,112,0.47684039369323156,0.377647378558044,0.12069365054843195,0.20580166632798216,0.4208406481778283,0.77016066738761
2026000041,batch/io_intensive/cpu_intensive,51.099999999999994,51.099999999999994,0.0,0.21982845610494448,0.21982845610494448,0.0,0.13893075,1,109,0,109,0.5042080420436287,0.324162873380763,0.17582253605522433,0.21982845610494448,0.3801094974123625,0.7700912440779084
2026000042,batch/cpu_intensive/interactive,49.55,49.55,0.0,0.22522210684204455,0.22522210684204455,0.0,0.14152384,1,102,0,102,0.5041546820699815,0.408620403626635,0.13019765056871152,0.22522210684204455,0.3890825388318102,0.7742867797874324
2026000043,batch/interactive/mixed,58.05,58.05,0.0,0.20546888393622492,0.20546888393622492,0.0,0.14153510000000002,1,105,0,105,0.47586615192792325,0.3720269238599348,0.1499609375,0.20546888393622492,0.3549348544827941,0.7732812499999999
2026000044,io_intensive/cpu_intensive/batch,50.099999999999994,50.099999999999994,0.0,0.206559665038381,0.206559665038381,0.0,0.13487939999999995,1,130,0,130,0.48004688940189993,0.43191676459907,0.16549404669862378,0.206559665038381,0.3918353105373342,0.7691356115664141
2026000045,cpu_intensive/interactive/batch,49.099999999999994,49.099999999999994,0.0,0.21393894511643216,0.21393894511643216,0.0,0.13571986,1,121,0,121,0.44975052071958044,0.3873629343836131,0.1598432752278906,0.21393894511643216,0.3389080885378096,0.7705101551255398
2026000046,cpu_intensive/mixed/batch,52.099999999999994,52.099999999999994,0.0,0.22055223068552773,0.22055223068552773,0.0,0.1420315099999999,1,149,0,149,0.5132671786423203,0.3514936950327524,0.18455115992379245,0.22055223068552773,0.3437159956474429,0.7652134932197692
2026000047,mixed/io_intensive/batch,55.699999999999996,55.699999999999996,0.0,0.20425733207190158,0.20425733207190158,0.0,0.13889002,1,103,0,103,0.47003259414075094,0.3753520904392237,0.15994861800141744,0.20425733207190158,0.3612924628825601,0.7787473423104181
2026000048,cpu_intensive/mixed/io_intensive,53.349999999999994,53.349999999999994,0.0,0.20695065132642387,0.20695065132642387,0.0,0.136417,1,100,0,100,0.48093987624989504,0.38424091439661295,0.12051137431848091,0.20695065132642387,0.3715858448019664,0.7742056777589772
2026000049,batch/interactive/io_intensive,54.699999999999996,54.699999999999996,0.0,0.20048358884658912,0.20048358884658912,0.0,0.13788300000000003,1,83,0,83,0.4943550452328463,0.36585361731074006,0.11034958601655935,0.20048358884658912,0.3826831789513263,0.7780588776448942
2026000050,batch/io_intensive/mixed,53.349999999999994,53.349999999999994,0.0,0.2023118846694796,0.2023118846694796,0.0,0.13691601,0,100,0,100,0.44730855494711363,0.32727535050888606,0.1511704738531244,0.2023118846694796,0.31205312232559057,0.7796394185387956
