profile,seed,oracle,selected,correct,regret,inference_ms,score_fcfs,score_sjf,score_srtf,score_round_robin,score_priority,score_priority_rr,max_wait_fcfs,max_wait_sjf,max_wait_srtf,max_wait_round_robin,max_wait_priority,max_wait_priority_rr,switch_time_fcfs,switch_time_sjf,switch_time_srtf,switch_time_round_robin,switch_time_priority,switch_time_priority_rr
interactive,20260000027,Round Robin,Round Robin,1,0.0,0.06741600373061374,0.13396553499189356,0.17819317229750034,0.19199526397720376,0.10140728476821192,0.31561060010659264,0.7848605577689243,63,76,74,66,85,164,0,0,0,0,0,98
interactive,20260000028,Round Robin,Round Robin,1,0.0,0.06437499541789293,0.13379594261947203,0.22968622031122032,0.211888678532297,0.124499563976534,0.3545065308732189,0.7969696969696969,60,69,66,64,79,155,0,0,0,0,0,92
interactive,20260000029,Round Robin,Round Robin,1,0.0,0.08024999988265336,0.1259863486348635,0.21822740407646068,0.1527680560675871,0.10979656099215226,0.328502473285223,0.8397727272727273,66,67,78,67,79,171,0,0,0,0,0,106
interactive,20260000030,SRTF,Round Robin,0,0.010600580378861024,0.11087500024586916,0.14776427675561232,0.300769140784933,0.09632406320566035,0.10692464358452138,0.3108575111118342,0.7891949152542372,84,96,86,84,103,205,0,0,0,0,0,117
interactive,20260000031,FCFS,Round Robin,0,0.006262268266085044,0.06483300239779055,0.1183805888767721,0.28145424836601307,0.12449018538713197,0.12464285714285714,0.2793859580869385,0.782442748091603,78,85,77,78,79,179,0,0,0,0,0,102
interactive,20260000032,SRTF,Round Robin,0,0.00712028293742753,0.06645899702562019,0.13035895115592616,0.1517739276627871,0.09657815915170541,0.10369844208913294,0.3295236879070362,0.8024691358024691,52,53,61,50,74,130,0,0,0,0,0,81
interactive,20260000033,SRTF,Round Robin,0,0.026267346360804328,0.151833999552764,0.14093538859894,0.14819041051657994,0.09862645143018975,0.12489379779099408,0.32247494244740577,0.801948051948052,67,81,71,67,86,169,0,0,0,0,0,99
interactive,20260000034,Round Robin,Round Robin,1,0.0,0.1016669993987307,0.18072782778356528,0.24203628841159408,0.1436232370920923,0.1361873223609119,0.3528205415609444,0.7725856697819315,74,82,74,73,95,173,0,0,0,0,0,101
interactive,20260000035,SRTF,Round Robin,0,0.008048214204228216,0.07812500552972779,0.1921921921921922,0.1744877391005418,0.13177426029974273,0.13982247450397095,0.3880550963314301,0.8240740740740741,49,56,60,49,61,135,0,0,0,0,0,79
interactive,20260000036,SRTF,Round Robin,0,0.014997255708845941,0.06920899613760412,0.16664843204382718,0.15775422566812922,0.10802757499092833,0.12302483069977427,0.33963592685401867,0.78203125,74,85,85,76,88,187,0,0,0,0,0,109
interactive,20260000037,SRTF,Round Robin,0,0.10511989290927501,0.09237499762093648,0.18050440871502407,0.12597885797893243,0.04124656278643445,0.14636645569570947,0.32583387639786643,0.8365019011406845,69,69,68,67,69,157,0,0,0,0,0,89
interactive,20260000038,Round Robin,Round Robin,1,0.0,0.14270799874793738,0.20399581937798109,0.24073553652992907,0.1633531560161048,0.11961920529801323,0.3720455102905434,0.7692307692307692,68,70,77,71,82,166,0,0,0,0,0,99
interactive,20260000039,Round Robin,Round Robin,1,0.0,0.07958299829624593,0.17854006295628347,0.3095414201183432,0.14634054104022928,0.14299979921370243,0.2941965606198082,0.8167539267015707,69,73,77,70,79,170,0,0,0,0,0,99
interactive,20260000040,Round Robin,Round Robin,1,0.0,0.06749999738531187,0.17068041446081939,0.26953125,0.2284182281899182,0.12895114942528735,0.3048016521418427,0.8060165975103735,85,92,94,91,102,207,0,0,0,0,0,115
interactive,20260000041,Round Robin,Round Robin,1,0.0,0.11954199726460502,0.1420161743232618,0.22421321056199017,0.13257890598674604,0.11586206896551725,0.29624371982452274,0.7752442996742671,87,102,89,92,92,213,0,0,0,0,0,124
interactive,20260000042,Round Robin,Round Robin,1,0.0,0.07054200250422582,0.1816898302707006,0.22450277349311817,0.12496192506853489,0.12196503609752188,0.343429821924431,0.8048469387755102,58,65,66,63,71,150,0,0,0,0,0,86
interactive,20260000043,Round Robin,Round Robin,1,0.0,0.06554099672939628,0.15746064683620672,0.19109985251019979,0.15355307542711455,0.12574574107199296,0.33950134498485995,0.7688253012048193,73,78,82,76,85,183,0,0,0,0,0,110
interactive,20260000044,Round Robin,Round Robin,1,0.0,0.06329199823085219,0.17511961722488043,0.29027014175755594,0.1495215311004785,0.13569466156881294,0.30778382192855874,0.799043062200957,61,76,62,64,84,164,0,0,0,0,0,98
interactive,20260000045,SRTF,Round Robin,0,0.04521817014387844,0.06645800021942705,0.1579621168855892,0.2151604278074866,0.08929659242337709,0.13451476256725553,0.3221955169118773,0.8098039215686275,79,78,76,80,79,184,0,0,0,0,0,106
interactive,20260000046,SRTF,Round Robin,0,0.03940171201522989,0.0989580003079027,0.1549057134815649,0.17992632034903433,0.07883358210241716,0.11823529411764705,0.33415999451369005,0.8098086124401914,51,51,51,50,53,121,0,0,0,0,0,73
interactive,20260000047,Round Robin,Round Robin,1,0.0,0.07004199869697914,0.2036149527011853,0.20868106692848962,0.17388746906819194,0.10679079956188388,0.2998541664102785,0.8161375661375662,57,64,57,53,60,137,0,0,0,0,0,78
interactive,20260000048,Round Robin,Round Robin,1,0.0,0.06275000487221405,0.1413368418523058,0.2745096502229655,0.23285853429216835,0.09318001586042823,0.30269698085419733,0.8138020833333333,70,67,81,66,70,171,0,0,0,0,0,104
interactive,20260000049,Round Robin,Round Robin,1,0.0,0.06741700053680688,0.14296565516710893,0.23635156529288598,0.12029665525684911,0.11800170450523367,0.26337448559670784,0.7819314641744548,79,83,81,78,85,193,0,0,0,0,0,109
interactive,20260000050,Round Robin,Round Robin,1,0.0,0.08712500130059198,0.15163245086518745,0.24670781093705993,0.14222166539941478,0.11685214626391097,0.33187599364069953,0.792572463768116,80,79,73,78,101,185,0,0,0,0,0,111
interactive,20260000051,SRTF,Round Robin,0,0.011472994111041385,0.12433400115696713,0.13571057805012257,0.21591279585646186,0.11895786092214661,0.130430855033188,0.34337510064412236,0.7826530612244897,69,76,85,72,86,182,0,0,0,0,0,109
