process_count,arrival_rate,burst_mean,burst_variance,short_job_ratio,priority_mean,priority_variance,io_frequency,io_cpu_ratio,profile,seed,label,score_fcfs,score_sjf,score_srtf,score_round_robin,score_priority,score_priority_rr
12.0,0.8571428571428571,10.416666666666666,15.07638888888889,1.0,2.5833333333333335,2.2430555555555554,3,1.352,interactive,420000085,SRTF,0.14798452298452303,0.2599181059205914,0.08851409738358268,0.126834769105631,0.3525569687334393,0.7692307692307692
12.0,0.9230769230769231,8.333333333333334,8.38888888888889,1.0,3,1.5,2.4166666666666665,1.31,interactive,420000086,Round Robin,0.1467946253990006,0.26761648055448595,0.210390178098556,0.10318866253321524,0.29915854738706826,0.7936320754716981
12.0,1.3333333333333333,8,12,1.0,2.5833333333333335,1.4097222222222223,2.5,1.7708333333333333,interactive,420000087,Round Robin,0.20703366720658417,0.2720428628686843,0.22077296644472044,0.13575696284209288,0.28507014028056116,0.8038674033149171
12.0,0.9230769230769231,7.25,12.354166666666666,1.0,3.25,2.5208333333333335,2,1.2413793103448276,interactive,420000088,SRTF,0.1367013992649796,0.18004774573613946,0.1189458328746009,0.12770762229806598,0.31541524459613196,0.8260368663594471
12.0,0.75,10.583333333333334,15.07638888888889,1.0,2.8333333333333335,1.8055555555555556,2.75,1.188976377952756,interactive,420000089,SRTF,0.14921054683078308,0.2051216662162625,0.12683465023236115,0.143148600405547,0.3088522033967095,0.7729508196721311
12.0,1.2,8.083333333333334,11.909722222222221,1.0,2.5833333333333335,2.4097222222222223,2.5,1.4742268041237114,interactive,420000090,Round Robin,0.14091560292568667,0.1778999598654537,0.11317506130583424,0.11130260833285606,0.30178130895799277,0.8011811023622046
12.0,1.0,7.833333333333333,5.805555555555555,1.0,2.8333333333333335,1.9722222222222223,2,1.2872340425531914,interactive,420000091,Round Robin,0.15443646881305623,0.2476076648963845,0.22231157174833457,0.08927000879507477,0.32813914063197075,0.7593023255813953
12.0,1.0909090909090908,7.833333333333333,7.472222222222222,1.0,3.6666666666666665,1.7222222222222223,2,1.2765957446808511,interactive,420000092,Round Robin,0.15396502226388564,0.24476826735610752,0.1737516844387157,0.1454744090551333,0.30928308823529416,0.8017928286852589
12.0,0.9230769230769231,7.5,13.916666666666666,1.0,3.25,2.0208333333333335,2.25,1.5333333333333334,interactive,420000093,Round Robin,0.14049467932125398,0.21848555815768927,0.16973177997983865,0.12401922359089212,0.3853443794671865,0.8114754098360655
12.0,0.8571428571428571,9.75,20.1875,1.0,2.25,1.6875,2.6666666666666665,1.3076923076923077,interactive,420000094,Round Robin,0.1704940347877797,0.2237983053531834,0.203547692736907,0.1252074724769303,0.35876120634271697,0.7840909090909092
12.0,0.8571428571428571,7.333333333333333,13.88888888888889,1.0,2.25,2.0208333333333335,2.25,1.4090909090909092,interactive,420000095,SRTF,0.17014410977983885,0.11028038492584795,0.04959087128464332,0.11212814645308926,0.37061057051050594,0.8134328358208955
12.0,1.7142857142857142,8.333333333333334,14.555555555555555,1.0,2.4166666666666665,1.4097222222222223,2.75,1.72,interactive,420000096,SRTF,0.13994271007337566,0.1661392405063291,0.06264216294458229,0.1243519309056263,0.29141210492016945,0.8386075949367089
12.0,1.2,9.083333333333334,7.409722222222222,1.0,2.75,1.6875,2.5,1.3211009174311927,interactive,420000097,Round Robin,0.15790582742101755,0.19560669456066948,0.1512861023942353,0.12608695652173915,0.31270859162355896,0.7771966527196653
12.0,0.9230769230769231,10.083333333333334,19.57638888888889,1.0,3.25,1.8541666666666667,2.8333333333333335,1.4132231404958677,interactive,420000098,SRTF,0.1931278622582793,0.2309701180911657,0.13218485638289323,0.1758910107751233,0.33189130224295293,0.7780701754385965
