ready_count,blocked_count,remaining_cpu_mean,remaining_cpu_variance,priority_mean,ready_wait_mean,recent_arrivals,io_return_ratio,seed,epoch,profiles,label,score_fcfs,score_sjf,score_srtf,score_round_robin,score_priority,score_priority_rr
29.0,0.0,6.137931034482759,25.774078478002377,3.1724137931034484,27.03448275862069,0.0,1.0,42000002,11,cpu_intensive/batch/mixed,SJF,0.21938775510204067,0.0,0.08673469387755108,0.32738095238095266,0.2210884353741494,0.75
28.0,0.0,5.642857142857143,24.01530612244898,3.107142857142857,28.285714285714285,0.0,0.0,42000002,12,cpu_intensive/batch/mixed,SJF,0.5,0.0,0.08161764705882371,0.2691176470588236,0.18308823529411775,0.6838235294117647
26.0,1.0,5.481481481481482,21.58299039780521,3.185185185185185,25.923076923076923,0.0,1.0,42000002,13,cpu_intensive/batch/mixed,SJF,0.4593023255813954,0.0,0.07655038759689961,0.2965116279069769,0.26162790697674404,0.75
24.0,0.0,5.625,16.484375,3.0833333333333335,22.833333333333332,0.0,1.0,42000002,14,cpu_intensive/batch/mixed,SJF,0.27831325301204873,0.0,0.09397590361445854,0.27710843373494015,0.08674698795180755,0.75
21.0,0.0,6.714285714285714,19.346938775510203,2.9047619047619047,21.80952380952381,0.0,1.0,42000002,15,cpu_intensive/batch/mixed,SRTF,0.28058510638297857,0.0013297872340422515,0.0,0.3071808510638304,0.13430851063829824,0.75
20.0,0.0,6,22.2,3,20.2,0.0,0.0,42000002,16,cpu_intensive/batch/mixed,SJF,0.31481481481481455,0.0,0.012820512820513282,0.3034188034188038,0.21082621082621059,0.75
19.0,0.0,5.315789473684211,17.689750692520775,3.0526315789473686,19.57894736842105,0.0,1.0,42000002,17,cpu_intensive/batch/mixed,SJF,0.3468013468013472,0.0,0.12121212121212122,0.29461279461279477,0.1835016835016831,0.75
15.0,1.0,5.3125,20.08984375,3.25,19.8,0.0,0.0,42000002,18,cpu_intensive/batch/mixed,SJF,0.19344262295082015,0.0,0.17377049180327858,0.31803278688524617,0.22295081967213112,0.75
12.0,2.0,7.714285714285714,30.346938775510203,3.0714285714285716,17,0.0,1.0,42000002,19,cpu_intensive/batch/mixed,SJF,0.1433566433566425,0.0,0.2115384615384613,0.33216783216783263,0.16608391608391543,0.75
13.0,0.0,6.769230769230769,32.79289940828402,2.923076923076923,12.384615384615385,0.0,1.0,42000002,20,cpu_intensive/batch/mixed,SJF,0.4689542483660134,0.0,0.13888888888888978,0.33660130718954323,0.1993464052287582,0.75
12.0,0.0,8.416666666666666,38.90972222222222,3.0833333333333335,10.75,0.0,1.0,42000002,21,cpu_intensive/batch/mixed,SJF,0.3364928909952599,0.0,0.18246445497630295,0.2890995260663503,0.037914691943128215,0.75
9.0,0.0,10.444444444444445,19.580246913580247,3.3333333333333335,9.88888888888889,0.0,1.0,42000002,22,cpu_intensive/batch/mixed,SJF,0.1359447004608278,0.0,0.19124423963133558,0.3548387096774192,0.14285714285714274,0.75
9.0,0.0,8.222222222222221,17.950617283950617,3.3333333333333335,8,0.0,0.0,42000002,23,cpu_intensive/batch/mixed,SJF,0.16346153846153771,0.0,0.05448717948717925,0.3012820512820512,0.09935897435897166,0.75
7.0,0.0,7.571428571428571,10.816326530612244,3,6.428571428571429,0.0,0.0,42000002,24,cpu_intensive/batch/mixed,Priority,0.026923076923076168,0.0038461538461503648,0.038461538461536444,0.36153846153846225,0.0,0.75
7.0,0.0,9.142857142857142,75.26530612244898,3,5.285714285714286,0.0,1.0,42000002,25,cpu_intensive/batch/mixed,SRTF,0.10769230769230775,0.007692307692307228,0.0,0.32307692307692326,0.11153846153846202,0.75
6.0,0.0,7.166666666666667,72.47222222222223,3,5.833333333333333,0.0,0.0,42000002,26,cpu_intensive/batch/mixed,SJF,0.05769230769230391,0.0,0.0,0.25,0.19230769230768952,0.75
2.0,0.0,12,100,4.5,2,0.0,0.0,42000002,27,cpu_intensive/batch/mixed,FCFS,0.0,0.0,0.0,0.0,0.5,0.42499999999999527
1.0,0.0,4,0,4,0,0.0,0.0,42000002,28,cpu_intensive/batch/mixed,FCFS,0.0,0.0,0.0,0.0,0.0,0.0
12.0,1.0,7.153846153846154,87.51479289940828,3.923076923076923,4.916666666666667,15.0,0.2857142857142857,42000003,0,interactive/cpu_intensive/mixed,SJF,0.4111295681063123,0.01767015706806283,0.09466264284844585,0.3239202657807309,0.5411868814249187,0.7801047120418848
19.0,0.0,11.263157894736842,103.24653739612188,3.5789473684210527,9.68421052631579,6.0,0.5384615384615384,42000003,1,interactive/cpu_intensive/mixed,SJF,0.75,0.0491183879093199,0.06006315983853702,0.2571592210767468,0.462369547090002,0.6667589971752635
27.0,2.0,10.206896551724139,91.26753864447087,3.206896551724138,15.666666666666666,11.0,0.08333333333333333,42000003,2,interactive/cpu_intensive/mixed,SJF,0.5099693251533742,0.07590759075907591,0.08282208588957055,0.35293537022413896,0.5433092388993501,0.8217821782178218
27.0,2.0,10,82.27586206896552,3.206896551724138,23.333333333333332,0.0,1.0,42000003,3,interactive/cpu_intensive/mixed,SJF,0.4114859209270086,0.10633116883116883,0.14721312172218518,0.23816717019133937,0.75,0.634018486548698
29.0,0.0,9.379310344827585,77.89060642092747,3.206896551724138,25.724137931034484,0.0,1.0,42000003,4,interactive/cpu_intensive/mixed,SJF,0.5275891341256367,0.085,0.14082342954159593,0.3030560271646859,0.44823429541595927,0.77
27.0,0.0,9.777777777777779,71.50617283950618,3.2222222222222223,24.185185185185187,0.0,1.0,42000003,5,interactive/cpu_intensive/mixed,SJF,0.16990920881971466,0.0,0.07392996108949416,0.25616083009079116,0.5,0.6280804150453956
26.0,1.0,9.185185185185185,70.44718792866941,3.2222222222222223,24.846153846153847,0.0,1.0,42000003,6,interactive/cpu_intensive/mixed,SJF,0.5,0.0,0.07054455445544554,0.23886138613861385,0.43069306930693074,0.6033415841584158
26.0,1.0,8.851851851851851,61.38545953360768,3.2222222222222223,24.26923076923077,0.0,1.0,42000003,7,interactive/cpu_intensive/mixed,SJF,0.13897058823529412,0.0,0.029411764705882353,0.21911764705882353,0.5,0.6213235294117647
26.0,0.0,8.615384615384615,57.62130177514793,3.1923076923076925,22.46153846153846,0.0,1.0,42000003,8,interactive/cpu_intensive/mixed,SJF,0.15585443037974683,0.0,0.015031645569620253,0.2088607594936709,0.5,0.6115506329113923
24.0,0.0,8.666666666666666,52.80555555555556,3.0416666666666665,22.166666666666668,0.0,1.0,42000003,9,interactive/cpu_intensive/mixed,SJF,0.21063829787234045,0.0,0.060638297872340416,0.2574468085106383,0.5,0.7074468085106383
23.0,0.0,8.608695652173912,46.67296786389414,3,21.217391304347824,0.0,1.0,42000003,10,interactive/cpu_intensive/mixed,SJF,0.5,0.0,0.09865092748735245,0.2774030354131535,0.43929173693086004,0.6564080944350759
20.0,1.0,8.666666666666666,41.17460317460318,3.1904761904761907,22.75,0.0,1.0,42000003,11,interactive/cpu_intensive/mixed,SRTF,0.4313063063063063,0.024774774774774775,0.0,0.3063063063063063,0.5,0.7184684684684685
19.0,1.0,8.6,36.74,3.2,20.05263157894737,0.0,1.0,42000003,12,interactive/cpu_intensive/mixed,SJF,0.3343195266272189,0.0,0.026627218934911243,0.33530571992110453,0.5,0.7214003944773175
20.0,0.0,7.6,33.54,3.2,17.55,0.0,1.0,42000003,13,interactive/cpu_intensive/mixed,SJF,0.45070422535211263,0.0,0.12793427230046947,0.33568075117370894,0.47300469483568075,0.75
18.0,1.0,7.315789473684211,29.900277008310248,3.1578947368421053,18.27777777777778,0.0,1.0,42000003,14,interactive/cpu_intensive/mixed,SJF,0.48197115384615385,0.0,0.10697115384615384,0.34615384615384615,0.485576923076923,0.75
18.0,0.0,6.611111111111111,27.015432098765434,3.0555555555555554,17.444444444444443,0.0,1.0,42000003,15,interactive/cpu_intensive/mixed,SJF,0.23626373626373626,0.0,0.15521978021978022,0.3282967032967033,0.37225274725274726,0.75
16.0,0.0,6.5,22.75,2.9375,16.5,0.0,1.0,42000003,16,interactive/cpu_intensive/mixed,SJF,0.4700996677740864,0.0,0.1046511627906977,0.31561461794019935,0.29401993355481726,0.75
13.0,0.0,8.538461538461538,43.94082840236686,3.1538461538461537,15.538461538461538,0.0,1.0,42000003,17,interactive/cpu_intensive/mixed,SJF,0.35797665369649806,0.0,0.07198443579766536,0.32684824902723736,0.24513618677042798,0.75
12.0,0.0,8.833333333333334,36.47222222222222,3.0833333333333335,10.416666666666666,0.0,1.0,42000003,18,interactive/cpu_intensive/mixed,SJF,0.06621004566210045,0.0,0.1643835616438356,0.3219178082191781,0.20776255707762556,0.75
11.0,0.0,8.090909090909092,30.082644628099175,2.909090909090909,10.545454545454545,0.0,1.0,42000003,19,interactive/cpu_intensive/mixed,SJF,0.3075221238938053,0.0,0.28761061946902655,0.336283185840708,0.1902654867256637,0.75
10.0,0.0,6.9,29.49,2.9,10.2,0.0,0.0,42000003,20,interactive/cpu_intensive/mixed,SJF,0.4017094017094017,0.0,0.28846153846153844,0.33760683760683763,0.07051282051282051,0.75
9.0,0.0,6.888888888888889,27.876543209876544,3.111111111111111,8.333333333333334,0.0,1.0,42000003,21,interactive/cpu_intensive/mixed,SJF,0.12557077625570776,0.0,0.3675799086757991,0.3515981735159817,0.1461187214611872,0.75
9.0,0.0,9,59.111111111111114,3.111111111111111,6.888888888888889,0.0,1.0,42000003,22,interactive/cpu_intensive/mixed,SJF,0.3133047210300429,0.0,0.19313304721030042,0.3540772532188841,0.3133047210300429,0.75
7.0,0.0,12.285714285714286,59.3469387755102,2.857142857142857,7.428571428571429,0.0,1.0,42000003,23,interactive/cpu_intensive/mixed,SJF,0.08132530120481928,0.0,0.006024096385542169,0.34036144578313254,0.11746987951807229,0.75
6.0,0.0,14.5,29.583333333333332,3.1666666666666665,5.833333333333333,0.0,1.0,42000003,24,interactive/cpu_intensive/mixed,SRTF,0.3577586206896552,0.01293103448275862,0.0,0.48275862068965525,0.22413793103448276,0.75
6.0,0.0,11.166666666666666,31.805555555555557,3.1666666666666665,5,0.0,0.0,42000003,25,interactive/cpu_intensive/mixed,SJF,0.2558139534883721,0.0,0.0,0.4186046511627908,0.1511627906976744,0.75
5.0,0.0,9.2,13.36,3,4,0.0,0.0,42000003,26,interactive/cpu_intensive/mixed,SJF,0.31746031746031744,0.0,0.0,0.5,0.14285714285714285,0.7261904761904762
5.0,0.0,5.2,13.36,3,4,0.0,0.0,42000003,27,interactive/cpu_intensive/mixed,SJF,0.5,0.0,0.0,0.3194444444444444,0.2777777777777778,0.6666666666666666
2.0,0.0,3.5,0.25,3.5,1,0.0,0.0,42000003,28,interactive/cpu_intensive/mixed,SJF,0.16666666666666666,0.0,0.0,0.5,0.0,0.41666666666666663
9.0,0.0,19.555555555555557,42.69135802469136,3.111111111111111,5.888888888888889,9.0,0.0,42000004,0,cpu_intensive/io_intensive/mixed,SJF,0.75,0.028621495327102803,0.031720430107526884,0.35684478946839515,0.3391669178976987,0.7470894884936187
20.0,1.0,9.428571428571429,78.24489795918367,2.9523809523809526,11.8,12.0,0.0,42000004,1,cpu_intensive/io_intensive/mixed,SJF,0.75,0.05543478260869565,0.16666666666666666,0.27238101628198247,0.33163803900518873,0.7053766326713187
32.0,0.0,9.96875,74.7802734375,2.59375,14.46875,11.0,0.3125,42000004,2,cpu_intensive/io_intensive/mixed,SJF,0.4152726065406598,0.12897526501766785,0.21171413664714114,0.3389261744966443,0.43590604026845636,0.8401060070671378
30.0,2.0,9.6875,67.27734375,2.59375,22.866666666666667,0.0,1.0,42000004,3,cpu_intensive/io_intensive/mixed,SJF,0.717741935483871,0.17204301075268819,0.30564825114324556,0.30970625798212004,0.3879310344827586,0.8064464631483541
32.0,0.0,9.21875,64.7333984375,2.59375,25.5625,0.0,1.0,42000004,4,cpu_intensive/io_intensive/mixed,SJF,0.6666666666666667,0.23958333333333334,0.3327530946065429,0.2656940760389036,0.4202033598585323,0.6470490716180372
30.0,2.0,8.96875,60.5927734375,2.59375,28.4,0.0,1.0,42000004,5,cpu_intensive/io_intensive/mixed,SJF,0.24216710182767623,0.0,0.1135770234986945,0.3537859007832898,0.24216710182767623,0.75
30.0,2.0,8.625,55.046875,2.59375,30.2,0.0,1.0,42000004,6,cpu_intensive/io_intensive/mixed,SJF,0.5,0.0,0.05750798722044728,0.19728434504792333,0.13099041533546327,0.5503194888178914
32.0,0.0,8.28125,47.9521484375,2.59375,25.40625,0.0,1.0,42000004,7,cpu_intensive/io_intensive/mixed,SJF,0.06521739130434782,0.0,0.09420289855072464,0.3239130434782609,0.23043478260869565,0.75
32.0,0.0,7.9375,44.62109375,2.59375,24.875,0.0,1.0,42000004,8,cpu_intensive/io_intensive/mixed,SJF,0.25616835994194487,0.0,0.15965166908563136,0.3490566037735849,0.3889695210449927,0.75
31.0,1.0,7.4375,41.30859375,2.59375,27.419354838709676,0.0,1.0,42000004,9,cpu_intensive/io_intensive/mixed,SJF,0.2641509433962264,0.0,0.09262435677530018,0.3130360205831904,0.23842195540308747,0.75
30.0,1.0,7.258064516129032,39.09469302809573,2.6129032258064515,28.7,0.0,1.0,42000004,10,cpu_intensive/io_intensive/mixed,SJF,0.43301435406698563,0.0,0.09011164274322168,0.3293460925039872,0.13875598086124402,0.75
27.0,3.0,7.166666666666667,37.53888888888889,2.566666666666667,32.629629629629626,0.0,1.0,42000004,11,cpu_intensive/io_intensive/mixed,SJF,0.2217741935483871,0.0,0.11559139784946236,0.36088709677419356,0.40524193548387094,0.75
